,identifier,species_id,sprite_location,height,weight,base_experience,order,is_default,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
410,shieldon,410,,5,570,70,515,1,shieldon,4,,212,4,8,,1,45,70,0,30,0,5,0,438,30,42,118,42,88,30,0,0,1,0,0,0
411,bastiodon,411,,13,1495,173,516,1,bastiodon,4,410,212,4,8,,1,45,70,0,30,0,5,0,439,60,52,168,47,138,30,0,0,2,0,0,0
412,burmy,412,,2,34,45,517,1,burmy,4,,213,5,5,,4,120,70,0,15,0,2,1,440,40,29,45,29,45,36,0,0,0,0,1,0
413,wormadam-plant,413,,5,65,148,518,1,wormadam,4,412,213,5,5,,8,45,70,0,15,0,2,0,441,60,59,85,79,105,36,0,0,0,0,2,0
10004,wormadam-sandy,413,,5,65,148,519,0,wormadam,4,412,213,5,5,,8,45,70,0,15,0,2,0,441,60,79,105,59,85,36,0,0,2,0,0,0
10005,wormadam-trash,413,,5,65,148,520,0,wormadam,4,412,213,5,5,,8,45,70,0,15,0,2,0,441,60,69,95,69,95,36,0,0,1,0,1,0
414,mothim,414,,9,233,148,521,1,mothim,4,412,213,10,13,,0,45,70,0,15,0,2,0,442,70,94,50,94,50,66,0,1,0,1,0,0
415,combee,415,,3,55,49,522,1,combee,4,,214,10,11,,1,120,70,0,15,1,4,0,443,30,30,42,30,42,70,0,0,0,0,0,1
416,vespiquen,416,,12,385,166,523,1,vespiquen,4,415,214,10,13,,8,45,70,0,15,0,4,0,444,70,80,102,80,102,40,0,0,1,0,1,0
417,pachirisu,417,,4,39,142,524,1,pachirisu,4,,215,9,8,,4,200,100,0,10,1,2,0,445,60,45,70,45,90,95,0,0,0,0,0,1
418,buizel,418,,7,295,66,525,1,buizel,4,,216,3,8,,4,190,70,0,20,1,2,0,446,55,65,35,60,30,85,0,0,0,0,0,1
419,floatzel,419,,11,335,173,526,1,floatzel,4,418,216,3,8,,4,75,70,0,20,1,2,0,447,85,105,55,85,50,115,0,0,0,0,0,2
420,cherubi,420,,4,33,55,527,1,cherubi,4,,217,6,11,,4,190,70,0,20,0,2,0,448,45,35,45,62,53,35,0,0,0,1,0,0
421,cherrim,421,,5,93,158,528,1,cherrim,4,420,217,7,7,,4,75,70,0,20,0,2,1,449,70,60,70,87,78,85,0,0,0,2,0,0
422,shellos,422,,3,63,65,529,1,shellos,4,,218,7,2,,4,190,70,0,20,0,2,0,450,76,48,48,57,62,34,1,0,0,0,0,0
423,gastrodon,423,,9,299,166,530,1,gastrodon,4,422,218,7,2,,4,75,70,0,20,0,2,0,451,111,83,68,92,82,39,2,0,0,0,0,0
425,drifloon,425,,4,12,70,531,1,drifloon,4,,219,7,4,,4,125,70,0,30,0,6,0,452,90,50,34,60,44,70,1,0,0,0,0,0
426,drifblim,426,,12,150,174,532,1,drifblim,4,425,219,7,4,,4,60,70,0,30,0,6,0,453,150,80,44,90,54,80,2,0,0,0,0,0
427,buneary,427,,4,55,70,533,1,buneary,4,,220,3,6,,4,190,0,0,20,0,2,0,454,55,66,44,44,56,85,0,0,0,0,0,1
428,lopunny,428,,12,333,168,534,1,lopunny,4,427,220,3,6,,4,60,140,0,20,0,2,1,455,65,76,84,54,96,105,0,0,0,0,0,2
10088,lopunny-mega,428,,13,283,203,535,0,lopunny,4,427,220,3,6,,4,60,140,0,20,0,2,1,455,65,136,94,54,96,135,0,0,0,0,0,2
431,glameow,431,,5,39,62,536,1,glameow,4,,221,4,8,,6,190,70,0,20,0,3,0,456,49,55,42,42,37,85,0,0,0,0,0,1
432,purugly,432,,10,438,158,537,1,purugly,4,431,221,4,8,,6,75,70,0,20,0,3,0,457,71,82,64,64,59,112,0,0,0,0,0,2
434,stunky,434,,4,192,66,538,1,stunky,4,,223,7,8,,4,225,70,0,20,0,2,0,458,63,63,47,41,41,74,0,0,0,0,0,1
435,skuntank,435,,10,380,168,539,1,skuntank,4,434,223,7,8,,4,60,70,0,20,0,2,0,459,103,93,67,71,61,84,2,0,0,0,0,0
436,bronzor,436,,5,605,60,540,1,bronzor,4,,224,5,1,,-1,255,70,0,20,0,2,0,460,57,24,86,24,86,23,0,0,1,0,0,0
437,bronzong,437,,13,1870,175,541,1,bronzong,4,436,224,5,4,,-1,90,70,0,20,0,2,0,461,67,89,116,79,116,33,0,0,1,0,1,0
441,chatot,441,,5,19,144,542,1,chatot,4,,228,1,9,,4,30,35,0,20,0,4,0,462,76,65,45,92,42,91,0,1,0,0,0,0
442,spiritomb,442,,10,1080,170,543,1,spiritomb,4,,229,7,5,,4,100,70,0,30,0,2,0,463,50,92,108,92,108,35,0,0,1,0,1,0
443,gible,443,,7,205,60,544,1,gible,4,,230,2,6,,4,45,70,0,40,1,1,0,464,58,70,45,40,45,42,0,1,0,0,0,0
444,gabite,444,,14,560,144,545,1,gabite,4,443,230,2,6,,4,45,70,0,40,1,1,0,465,68,90,65,50,55,82,0,2,0,0,0,0
445,garchomp,445,,19,950,270,546,1,garchomp,4,444,230,2,6,,4,45,70,0,40,1,1,1,466,108,130,95,80,85,102,0,3,0,0,0,0
10058,garchomp-mega,445,,19,950,315,547,0,garchomp,4,444,230,2,6,,4,45,70,0,40,1,1,1,466,108,170,115,120,95,92,0,3,0,0,0,0
447,riolu,447,,7,202,57,548,1,riolu,4,,232,2,6,,1,75,70,1,25,0,4,0,467,40,70,40,35,40,60,0,1,0,0,0,0
448,lucario,448,,12,540,184,549,1,lucario,4,447,232,2,6,,1,45,70,0,25,0,4,1,468,70,110,70,115,70,90,0,1,0,1,0,0
10059,lucario-mega,448,,13,575,219,550,0,lucario,4,447,232,2,6,,1,45,70,0,25,0,4,1,468,70,145,88,140,70,112,0,1,0,1,0,0
449,hippopotas,449,,8,495,66,551,1,hippopotas,4,,233,3,8,,4,140,70,0,30,1,1,0,469,68,72,78,38,42,32,0,0,1,0,0,0
450,hippowdon,450,,20,3000,184,552,1,hippowdon,4,449,233,3,8,,4,60,70,0,30,1,1,0,470,108,112,118,68,72,47,0,0,2,0,0,0
451,skorupi,451,,8,120,66,553,1,skorupi,4,,234,7,14,,4,120,70,0,20,0,1,0,471,40,50,90,30,55,65,0,0,1,0,0,0
452,drapion,452,,13,615,175,554,1,drapion,4,451,234,7,14,,4,45,70,0,20,0,1,0,472,70,90,110,60,75,95,0,0,2,0,0,0
453,croagunk,453,,7,230,60,555,1,croagunk,4,,235,2,12,,4,140,100,0,10,1,2,0,473,48,61,40,61,40,50,0,1,0,0,0,0
454,toxicroak,454,,13,444,172,556,1,toxicroak,4,453,235,2,12,,4,75,70,0,20,1,2,0,474,83,106,65,86,65,85,0,2,0,0,0,0
455,carnivine,455,,14,270,159,557,1,carnivine,4,,236,5,10,,4,200,70,0,25,0,1,0,475,74,100,72,90,72,46,0,2,0,0,0,0
456,finneon,456,,4,70,66,558,1,finneon,4,,237,2,3,,4,190,70,0,20,1,5,0,476,49,49,56,49,61,66,0,0,0,0,0,1
457,lumineon,457,,12,240,161,559,1,lumineon,4,456,237,2,3,,4,75,70,0,20,1,5,0,477,69,69,76,69,86,91,0,0,0,0,0,2
459,snover,459,,10,505,67,560,1,snover,4,,239,9,6,,4,120,70,0,20,1,1,0,478,60,62,50,62,60,40,0,1,0,0,0,0
460,abomasnow,460,,22,1355,173,561,1,abomasnow,4,459,239,9,6,,4,60,70,0,20,1,1,1,479,90,92,75,92,85,60,0,1,0,1,0,0
10060,abomasnow-mega,460,,27,1850,208,562,0,abomasnow,4,459,239,9,6,,4,60,70,0,20,1,1,1,479,90,132,105,132,105,30,0,1,0,1,0,0
479,rotom,479,,3,3,154,563,1,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,50,77,95,77,91,0,0,0,1,0,1
10008,rotom-heat,479,,3,3,182,564,0,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,65,107,105,107,86,0,0,0,1,0,1
10009,rotom-wash,479,,3,3,182,565,0,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,65,107,105,107,86,0,0,0,1,0,1
10010,rotom-frost,479,,3,3,182,566,0,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,65,107,105,107,86,0,0,0,1,0,1
10011,rotom-fan,479,,3,3,182,567,0,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,65,107,105,107,86,0,0,0,1,0,1
10012,rotom-mow,479,,3,3,182,568,0,rotom,4,,240,8,1,,-1,45,70,0,20,0,2,1,480,50,65,107,105,107,86,0,0,0,1,0,1
480,uxie,480,,3,3,261,569,1,uxie,4,,241,10,6,,-1,3,140,0,80,0,1,0,481,75,75,130,75,130,95,0,0,2,0,1,0
481,mesprit,481,,3,3,261,570,1,mesprit,4,,242,6,6,,-1,3,140,0,80,0,1,0,482,80,105,105,105,105,80,0,1,0,1,1,0
482,azelf,482,,3,3,261,571,1,azelf,4,,243,2,6,,-1,3,140,0,80,0,1,0,483,75,125,70,125,70,115,0,2,0,1,0,0
483,dialga,483,,54,6830,306,572,1,dialga,4,,244,9,8,,-1,3,0,0,120,0,1,0,484,100,120,120,150,100,90,0,0,0,3,0,0
484,palkia,484,,42,3360,306,573,1,palkia,4,,245,7,6,,-1,3,0,0,120,0,1,0,485,90,120,100,150,120,100,0,0,0,3,0,0
485,heatran,485,,17,4300,270,574,1,heatran,4,,246,3,8,,4,3,100,0,10,0,1,0,486,91,90,106,130,106,77,0,0,0,3,0,0
486,regigigas,486,,37,4200,302,575,1,regigigas,4,,247,9,12,,-1,3,0,0,120,0,1,0,487,110,160,110,80,110,100,0,3,0,0,0,0
487,giratina-altered,487,,45,7500,306,576,1,giratina,4,,248,1,10,,-1,3,0,0,120,0,1,1,488,150,100,120,100,120,90,3,0,0,0,0,0
10007,giratina-origin,487,,69,6500,306,577,0,giratina,4,,248,1,10,,-1,3,0,0,120,0,1,1,488,150,120,100,120,100,90,3,0,0,0,0,0
488,cresselia,488,,15,856,270,578,1,cresselia,4,,249,10,2,,8,3,100,0,120,0,1,0,489,120,70,120,75,130,85,0,0,0,0,3,0
489,phione,489,,4,31,216,579,1,phione,4,,250,2,4,,-1,30,70,0,40,0,1,0,490,80,80,80,80,80,80,1,0,0,0,0,0
490,manaphy,490,,3,14,270,580,1,manaphy,4,,250,2,12,,-1,3,70,0,10,0,1,0,491,100,100,100,100,100,100,3,0,0,0,0,0
491,darkrai,491,,15,505,270,581,1,darkrai,4,,252,1,12,,-1,3,0,0,120,0,1,0,492,70,90,90,135,90,125,0,0,0,2,0,1
492,shaymin-land,492,,2,21,270,582,1,shaymin,4,,253,5,8,,-1,45,100,0,120,0,4,1,493,100,100,100,100,100,100,3,0,0,0,0,0
10006,shaymin-sky,492,,4,52,270,583,0,shaymin,4,,253,5,8,,-1,45,100,0,120,0,4,1,493,100,103,75,120,75,127,0,0,0,0,0,3
493,arceus,493,,32,3200,324,584,1,arceus,4,,254,9,8,,-1,3,0,0,120,0,1,1,494,120,120,120,120,120,120,3,0,0,0,0,0
494,victini,494,,4,40,270,585,1,victini,5,,255,10,12,,-1,3,100,0,120,0,1,0,495,100,100,100,100,100,100,3,0,0,0,0,0
495,snivy,495,,6,81,62,586,1,snivy,5,,256,5,6,,1,45,70,0,20,0,4,0,496,45,45,55,45,55,63,0,0,0,0,0,1
496,servine,496,,8,160,145,587,1,servine,5,495,256,5,6,,1,45,70,0,20,0,4,0,497,60,60,75,60,75,83,0,0,0,0,0,2
497,serperior,497,,33,630,238,588,1,serperior,5,496,256,5,2,,1,45,70,0,20,0,4,0,498,75,75,95,75,95,113,0,0,0,0,0,3
498,tepig,498,,5,99,62,589,1,tepig,5,,257,8,8,,1,45,70,0,20,0,4,0,499,65,63,45,45,45,45,1,0,0,0,0,0
499,pignite,499,,10,555,146,590,1,pignite,5,498,257,8,6,,1,45,70,0,20,0,4,0,500,90,93,55,70,55,55,0,2,0,0,0,0
500,emboar,500,,16,1500,238,591,1,emboar,5,499,257,8,6,,1,45,70,0,20,0,4,0,501,110,123,65,100,65,65,0,3,0,0,0,0
501,oshawott,501,,5,59,62,592,1,oshawott,5,,258,2,6,,1,45,70,0,20,0,4,0,502,55,55,45,63,45,45,0,0,0,1,0,0
502,dewott,502,,8,245,145,593,1,dewott,5,501,258,2,6,,1,45,70,0,20,0,4,0,503,75,75,60,83,60,60,0,0,0,2,0,0
503,samurott,503,,15,946,238,594,1,samurott,5,502,258,2,8,,1,45,70,0,20,0,4,0,504,95,100,85,108,70,70,0,0,0,3,0,0
504,patrat,504,,5,116,51,595,1,patrat,5,,259,3,8,,4,255,70,0,15,0,2,0,505,45,55,39,35,39,42,0,1,0,0,0,0
505,watchog,505,,11,270,147,596,1,watchog,5,504,259,3,6,,4,255,70,0,20,0,2,0,506,60,85,69,60,69,77,0,2,0,0,0,0
506,lillipup,506,,4,41,55,597,1,lillipup,5,,260,3,8,,4,255,70,0,15,0,4,0,507,45,60,45,25,45,55,0,1,0,0,0,0
507,herdier,507,,9,147,130,598,1,herdier,5,506,260,4,8,,4,120,70,0,15,0,4,0,508,65,80,65,35,65,60,0,2,0,0,0,0
508,stoutland,508,,12,610,225,599,1,stoutland,5,507,260,4,8,,4,45,70,0,15,0,4,0,509,85,110,90,45,90,80,0,3,0,0,0,0
509,purrloin,509,,4,101,56,600,1,purrloin,5,,261,7,8,,4,255,70,0,20,0,2,0,510,41,50,37,50,37,66,0,0,0,0,0,1
510,liepard,510,,11,375,156,601,1,liepard,5,509,261,7,8,,4,90,70,0,20,0,2,0,511,64,88,50,88,50,106,0,0,0,0,0,2
511,pansage,511,,6,105,63,602,1,pansage,5,,262,5,6,,1,190,70,0,20,0,2,0,512,50,53,48,53,48,64,0,0,0,0,0,1
512,simisage,512,,11,305,174,603,1,simisage,5,511,262,5,6,,1,75,70,0,20,0,2,0,513,75,98,63,98,63,101,0,0,0,0,0,2
513,pansear,513,,6,110,63,604,1,pansear,5,,263,8,6,,1,190,70,0,20,0,2,0,514,50,53,48,53,48,64,0,0,0,0,0,1
514,simisear,514,,10,280,174,605,1,simisear,5,513,263,8,6,,1,75,70,0,20,0,2,0,515,75,98,63,98,63,101,0,0,0,0,0,2
515,panpour,515,,6,135,63,606,1,panpour,5,,264,2,6,,1,190,70,0,20,0,2,0,516,50,53,48,53,48,64,0,0,0,0,0,1
516,simipour,516,,10,290,174,607,1,simipour,5,515,264,2,6,,1,75,70,0,20,0,2,0,517,75,98,63,98,63,101,0,0,0,0,0,2
517,munna,517,,6,233,58,608,1,munna,5,,265,6,8,,4,190,70,0,10,0,3,0,518,76,25,45,67,55,24,1,0,0,0,0,0
518,musharna,518,,11,605,170,609,1,musharna,5,517,265,6,12,,4,75,70,0,10,0,3,0,519,116,55,85,107,95,29,2,0,0,0,0,0
519,pidove,519,,3,21,53,610,1,pidove,5,,266,4,9,,4,255,70,0,15,0,4,0,520,50,55,50,36,30,43,0,1,0,0,0,0
520,tranquill,520,,6,150,125,611,1,tranquill,5,519,266,4,9,,4,120,70,0,15,0,4,0,521,62,77,62,50,42,65,0,2,0,0,0,0
521,unfezant,521,,12,290,220,612,1,unfezant,5,520,266,4,9,,4,45,70,0,15,1,4,0,522,80,115,80,65,55,93,0,3,0,0,0,0
522,blitzle,522,,8,298,59,613,1,blitzle,5,,267,1,8,,4,190,70,0,20,0,2,0,523,45,60,32,50,32,76,0,0,0,0,0,1
523,zebstrika,523,,16,795,174,614,1,zebstrika,5,522,267,1,8,,4,75,70,0,20,0,2,0,524,75,100,63,80,63,116,0,0,0,0,0,2
524,roggenrola,524,,4,180,56,615,1,roggenrola,5,,268,2,7,,4,255,70,0,15,0,4,0,525,55,75,85,25,25,15,0,0,1,0,0,0
525,boldore,525,,9,1020,137,616,1,boldore,5,524,268,2,10,,4,120,70,0,15,0,4,0,526,70,105,105,50,40,20,0,1,1,0,0,0
526,gigalith,526,,17,2600,232,617,1,gigalith,5,525,268,2,10,,4,45,70,0,15,0,4,0,527,85,135,130,60,80,25,0,3,0,0,0,0
527,woobat,527,,4,21,65,618,1,woobat,5,,269,2,9,,4,190,70,0,15,0,2,0,528,65,45,43,55,43,72,0,0,0,0,0,1
528,swoobat,528,,9,105,149,619,1,swoobat,5,527,269,2,9,,4,45,70,0,15,0,2,0,529,67,57,55,77,55,114,0,0,0,0,0,2
529,drilbur,529,,3,85,66,620,1,drilbur,5,,270,4,6,,4,120,70,0,20,0,2,0,530,60,85,40,30,45,68,0,1,0,0,0,0
530,excadrill,530,,7,404,178,621,1,excadrill,5,529,270,4,12,,4,60,70,0,20,0,2,0,531,110,135,60,50,65,88,0,2,0,0,0,0
531,audino,531,,11,310,390,622,1,audino,5,,271,6,6,,4,255,70,0,20,0,3,1,532,103,60,86,60,86,50,2,0,0,0,0,0
10069,audino-mega,531,,15,320,425,623,0,audino,5,,271,6,6,,4,255,70,0,20,0,3,1,532,103,60,126,80,126,50,2,0,0,0,0,0
532,timburr,532,,6,125,61,624,1,timburr,5,,272,4,12,,2,180,70,0,20,0,4,0,533,75,80,55,25,35,35,0,1,0,0,0,0
533,gurdurr,533,,12,400,142,625,1,gurdurr,5,532,272,4,12,,2,90,70,0,20,0,4,0,534,85,105,85,40,50,40,0,2,0,0,0,0
534,conkeldurr,534,,14,870,227,626,1,conkeldurr,5,533,272,3,12,,2,45,70,0,20,0,4,0,535,105,140,95,55,65,45,0,3,0,0,0,0
535,tympole,535,,5,45,59,627,1,tympole,5,,273,2,3,,4,255,70,0,20,0,4,0,536,50,50,40,50,40,64,0,0,0,0,0,1
536,palpitoad,536,,8,170,134,628,1,palpitoad,5,535,273,2,6,,4,120,70,0,20,0,4,0,537,75,65,55,65,55,69,2,0,0,0,0,0
537,seismitoad,537,,15,620,229,629,1,seismitoad,5,536,273,2,12,,4,45,70,0,20,0,4,0,538,105,95,75,85,75,74,3,0,0,0,0,0
538,throh,538,,13,555,163,630,1,throh,5,,274,8,12,,0,45,70,0,20,0,2,0,539,120,100,85,30,85,45,2,0,0,0,0,0
539,sawk,539,,14,510,163,631,1,sawk,5,,275,2,12,,0,45,70,0,20,0,2,0,540,75,125,75,30,75,85,0,2,0,0,0,0
540,sewaddle,540,,3,25,62,632,1,sewaddle,5,,276,10,14,,4,255,70,0,15,0,4,0,541,45,53,70,40,60,42,0,0,1,0,0,0
541,swadloon,541,,5,73,133,633,1,swadloon,5,540,276,5,4,,4,120,70,0,15,0,4,0,542,55,63,90,50,80,42,0,0,2,0,0,0
542,leavanny,542,,12,205,225,634,1,leavanny,5,541,276,10,12,,4,45,70,0,15,0,4,0,543,75,103,80,70,80,92,0,3,0,0,0,0
543,venipede,543,,4,53,52,635,1,venipede,5,,277,8,14,,4,255,70,0,15,0,4,0,544,30,45,59,30,39,57,0,0,1,0,0,0
544,whirlipede,544,,12,585,126,636,1,whirlipede,5,543,277,4,1,,4,120,70,0,15,0,4,0,545,40,55,99,40,79,47,0,0,2,0,0,0
545,scolipede,545,,25,2005,218,637,1,scolipede,5,544,277,8,14,,4,45,70,0,20,0,4,0,546,60,100,89,55,69,112,0,0,0,0,0,3
546,cottonee,546,,3,6,56,638,1,cottonee,5,,278,5,1,,4,190,70,0,20,0,2,0,547,40,27,60,37,50,66,0,0,0,0,0,1
547,whimsicott,547,,7,66,168,639,1,whimsicott,5,546,278,5,12,,4,75,70,0,20,0,2,0,548,60,67,85,77,75,116,0,0,0,0,0,2
548,petilil,548,,5,66,56,640,1,petilil,5,,279,5,5,,8,190,70,0,20,0,2,0,549,45,35,50,70,50,30,0,0,0,1,0,0
549,lilligant,549,,11,163,168,641,1,lilligant,5,548,279,5,5,,8,75,70,0,20,0,2,0,550,70,60,75,110,75,90,0,0,0,2,0,0
550,basculin-red-striped,550,,10,180,161,642,1,basculin,5,,280,5,3,,4,25,70,0,40,0,2,0,551,70,92,65,80,55,98,0,0,0,0,0,2
10016,basculin-blue-striped,550,,10,180,161,643,0,basculin,5,,280,5,3,,4,25,70,0,40,0,2,0,551,70,92,65,80,55,98,0,0,0,0,0,2
551,sandile,551,,7,152,58,644,1,sandile,5,,281,3,8,,4,180,70,0,20,0,4,0,552,50,72,35,35,35,65,0,1,0,0,0,0
552,krokorok,552,,10,334,123,645,1,krokorok,5,551,281,3,8,,4,90,70,0,20,0,4,0,553,60,82,45,45,45,74,0,2,0,0,0,0
553,krookodile,553,,15,963,234,646,1,krookodile,5,552,281,8,6,,4,45,70,0,20,0,4,0,554,95,117,80,65,70,92,0,3,0,0,0,0
554,darumaka,554,,6,375,63,647,1,darumaka,5,,282,8,12,,4,120,70,0,20,0,4,0,555,70,90,45,15,45,50,0,1,0,0,0,0
555,darmanitan-standard,555,,13,929,168,648,1,darmanitan,5,554,282,8,8,,4,60,70,0,20,0,4,1,556,105,140,55,30,55,95,0,2,0,0,0,0
10017,darmanitan-zen,555,,13,929,189,649,0,darmanitan,5,554,282,8,8,,4,60,70,0,20,0,4,1,556,105,30,105,140,105,55,0,0,0,2,0,0
556,maractus,556,,10,280,161,650,1,maractus,5,,283,5,5,,4,255,70,0,20,0,2,0,557,75,86,67,106,67,60,0,0,0,2,0,0
557,dwebble,557,,3,145,65,651,1,dwebble,5,,284,8,14,,4,190,70,0,20,0,2,0,558,50,65,85,35,35,55,0,0,1,0,0,0
558,crustle,558,,14,2000,170,652,1,crustle,5,557,284,8,14,,4,75,70,0,20,0,2,0,559,70,105,125,65,75,45,0,0,2,0,0,0
559,scraggy,559,,6,118,70,653,1,scraggy,5,,285,10,6,,4,180,35,0,15,0,2,0,560,50,75,70,35,70,48,0,1,0,0,0,0
560,scrafty,560,,11,300,171,654,1,scrafty,5,559,285,8,6,,4,90,70,0,15,0,2,0,561,65,90,115,45,115,58,0,0,1,0,1,0
561,sigilyph,561,,14,140,172,655,1,sigilyph,5,,286,1,9,,4,45,70,0,20,0,2,0,562,72,58,80,103,80,97,0,0,0,2,0,0
562,yamask,562,,5,15,61,656,1,yamask,5,,287,1,4,,4,190,70,0,25,0,2,0,563,38,30,85,55,65,30,0,0,1,0,0,0
563,cofagrigus,563,,17,765,169,657,1,cofagrigus,5,562,287,10,5,,4,90,70,0,25,0,2,0,564,58,50,145,95,105,30,0,0,2,0,0,0
564,tirtouga,564,,7,165,71,658,1,tirtouga,5,,288,2,8,,1,45,70,0,30,0,2,0,565,54,78,103,53,45,22,0,0,1,0,0,0
565,carracosta,565,,12,810,173,659,1,carracosta,5,564,288,2,6,,1,45,70,0,30,0,2,0,566,74,108,133,83,65,32,0,0,2,0,0,0
566,archen,566,,5,95,71,660,1,archen,5,,289,10,9,,1,45,70,0,30,0,2,0,567,55,112,45,74,45,70,0,1,0,0,0,0
567,archeops,567,,14,320,177,661,1,archeops,5,566,289,10,9,,1,45,70,0,30,0,2,0,568,75,140,65,112,65,110,0,2,0,0,0,0
568,trubbish,568,,6,310,66,662,1,trubbish,5,,290,5,12,,4,190,70,0,20,0,2,0,569,50,50,62,40,62,65,0,0,0,0,0,1
569,garbodor,569,,19,1073,166,663,1,garbodor,5,568,290,5,12,,4,60,70,0,20,0,2,0,570,80,95,82,60,82,75,0,2,0,0,0,0
570,zorua,570,,7,125,66,664,1,zorua,5,,291,4,8,,1,75,70,0,25,0,4,0,571,40,65,40,80,40,65,0,0,0,1,0,0
571,zoroark,571,,16,811,179,665,1,zoroark,5,570,291,4,6,,1,45,70,0,20,0,4,0,572,60,105,60,120,60,105,0,0,0,2,0,0
572,minccino,572,,4,58,60,666,1,minccino,5,,292,4,8,,6,255,70,0,15,0,3,0,573,55,50,40,40,40,75,0,0,0,0,0,1
573,cinccino,573,,5,75,165,667,1,cinccino,5,572,292,4,8,,6,60,70,0,15,0,3,0,574,75,95,60,65,60,115,0,0,0,0,0,2
574,gothita,574,,4,58,58,668,1,gothita,5,,293,7,12,,6,200,70,0,20,0,4,0,575,45,30,50,55,65,45,0,0,0,0,1,0
575,gothorita,575,,7,180,137,669,1,gothorita,5,574,293,7,12,,6,100,70,0,20,0,4,0,576,60,45,70,75,85,55,0,0,0,0,2,0
576,gothitelle,576,,15,440,221,670,1,gothitelle,5,575,293,7,12,,6,50,70,0,20,0,4,0,577,70,55,95,95,110,65,0,0,0,0,3,0
577,solosis,577,,3,10,58,671,1,solosis,5,,294,5,1,,4,200,70,0,20,0,4,0,578,45,30,40,105,50,20,0,0,0,1,0,0
578,duosion,578,,6,80,130,672,1,duosion,5,577,294,5,1,,4,100,70,0,20,0,4,0,579,65,40,50,125,60,30,0,0,0,2,0,0
579,reuniclus,579,,10,201,221,673,1,reuniclus,5,578,294,5,4,,4,50,70,0,20,0,4,0,580,110,65,75,125,85,30,0,0,0,3,0,0
580,ducklett,580,,5,55,61,674,1,ducklett,5,,295,2,9,,4,190,70,0,20,0,2,0,581,62,44,50,44,50,55,1,0,0,0,0,0
581,swanna,581,,13,242,166,675,1,swanna,5,580,295,9,9,,4,45,70,0,20,0,2,0,582,75,87,63,87,63,98,0,0,0,0,0,2
582,vanillite,582,,4,57,61,676,1,vanillite,5,,296,9,5,,4,255,70,0,20,0,1,0,583,36,50,50,65,60,44,0,0,0,1,0,0
583,vanillish,583,,11,410,138,677,1,vanillish,5,582,296,9,5,,4,120,70,0,20,0,1,0,584,51,65,65,80,75,59,0,0,0,2,0,0
584,vanilluxe,584,,13,575,241,678,1,vanilluxe,5,583,296,9,11,,4,45,70,0,20,0,1,0,585,71,95,85,110,95,79,0,0,0,3,0,0
585,deerling,585,,6,195,67,679,1,deerling,5,,297,6,8,,4,190,70,0,20,0,2,1,586,60,60,50,40,50,75,0,0,0,0,0,1
586,sawsbuck,586,,19,925,166,680,1,sawsbuck,5,585,297,3,8,,4,75,70,0,20,0,2,1,587,80,100,70,60,70,95,0,2,0,0,0,0
587,emolga,587,,4,50,150,681,1,emolga,5,,298,9,8,,4,200,70,0,20,0,2,0,588,55,75,60,75,60,103,0,0,0,0,0,2
588,karrablast,588,,5,59,63,682,1,karrablast,5,,299,2,12,,4,200,70,0,15,0,2,0,589,50,75,45,40,45,60,0,1,0,0,0,0
589,escavalier,589,,10,330,173,683,1,escavalier,5,588,299,4,4,,4,75,70,0,15,0,2,0,590,70,135,105,60,105,20,0,2,0,0,0,0
590,foongus,590,,2,10,59,684,1,foongus,5,,300,9,4,,4,190,70,0,20,0,2,0,591,69,55,45,55,55,15,1,0,0,0,0,0
591,amoonguss,591,,6,105,162,685,1,amoonguss,5,590,300,9,4,,4,75,70,0,20,0,2,0,592,114,85,70,85,80,30,2,0,0,0,0,0
592,frillish,592,,12,330,67,686,1,frillish,5,,301,9,10,,4,190,70,0,20,1,2,0,593,55,40,50,65,85,40,0,0,0,0,1,0
593,jellicent,593,,22,1350,168,687,1,jellicent,5,592,301,9,10,,4,60,70,0,20,1,2,0,594,100,60,70,85,105,60,0,0,0,0,2,0
594,alomomola,594,,12,316,165,688,1,alomomola,5,,302,6,3,,4,75,70,0,40,0,3,0,595,165,75,80,40,45,65,2,0,0,0,0,0
595,joltik,595,,1,6,64,689,1,joltik,5,,303,10,14,,4,190,70,0,20,0,2,0,596,50,47,50,57,50,65,0,0,0,0,0,1
596,galvantula,596,,8,143,165,690,1,galvantula,5,595,303,10,14,,4,75,70,0,20,0,2,0,597,70,77,60,97,60,108,0,0,0,0,0,2
597,ferroseed,597,,6,188,61,691,1,ferroseed,5,,304,4,1,,4,255,70,0,20,0,2,0,598,44,50,91,24,86,10,0,0,1,0,0,0
