individual_id,species_id,pokemon_id,identifier,identifier_species,has_gender_differences,gender_rate,gender,height,height_meters,height_ft,individual_height_ft,weight,weight_kg,weight_lbs,individual_weight_lbs,base_exp,order,forms_switchable,is_default,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,capture_rate,base_happiness,is_baby,hatch_counter,growth_rate_id,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
4394,711,10031,gourgeist-large,gourgeist,0,4,male,11,1.1,3.331,3.40,140,14,30.9,31.54,173,821,0,0,6,710,365,3,5,NA,60,70,0,20,2,711,75,95,122,58,75,69,0,0,2,0,0,0
3814,711,10031,gourgeist-large,gourgeist,0,4,male,11,1.1,3.331,3.42,140,14,30.9,31.68,173,821,0,0,6,710,365,3,5,NA,60,70,0,20,2,711,75,95,122,58,75,69,0,0,2,0,0,0
107,711,10031,gourgeist-large,gourgeist,0,4,male,11,1.1,3.331,3.29,140,14,30.9,30.49,173,821,0,0,6,710,365,3,5,NA,60,70,0,20,2,711,75,95,122,58,75,69,0,0,2,0,0,0
4230,711,10032,gourgeist-super,gourgeist,0,4,male,17,1.7,5.148,5.06,390,39,86,84.51,173,822,0,0,6,710,365,3,5,NA,60,70,0,20,2,711,85,100,122,58,75,54,0,0,2,0,0,0
4056,711,10032,gourgeist-super,gourgeist,0,4,female,17,1.7,5.148,5.15,390,39,86,86.07,173,822,0,0,6,710,365,3,5,NA,60,70,0,20,2,711,85,100,122,58,75,54,0,0,2,0,0,0
289,712,712,bergmite,bergmite,0,4,female,10,1,3.028,3.07,995,99.5,219.4,222.66,61,823,0,1,6,NA,366,2,8,NA,190,70,0,20,2,712,55,69,85,32,35,28,0,0,1,0,0,0
2788,712,712,bergmite,bergmite,0,4,female,10,1,3.028,3.15,995,99.5,219.4,228.31,61,823,0,1,6,NA,366,2,8,NA,190,70,0,20,2,712,55,69,85,32,35,28,0,0,1,0,0,0
2279,713,713,avalugg,avalugg,0,4,male,20,2,6.056,6.00,5050,505,1113.3,1103.74,180,824,0,1,6,712,366,2,8,NA,55,70,0,20,2,713,95,117,184,44,46,28,0,0,2,0,0,0
2125,713,713,avalugg,avalugg,0,4,female,20,2,6.056,5.99,5050,505,1113.3,1100.25,180,824,0,1,6,712,366,2,8,NA,55,70,0,20,2,713,95,117,184,44,46,28,0,0,2,0,0,0
2334,713,713,avalugg,avalugg,0,4,female,20,2,6.056,5.94,5050,505,1113.3,1092.16,180,824,0,1,6,712,366,2,8,NA,55,70,0,20,2,713,95,117,184,44,46,28,0,0,2,0,0,0
2775,713,713,avalugg,avalugg,0,4,male,20,2,6.056,5.84,5050,505,1113.3,1073.04,180,824,0,1,6,712,366,2,8,NA,55,70,0,20,2,713,95,117,184,44,46,28,0,0,2,0,0,0
3501,713,713,avalugg,avalugg,0,4,female,20,2,6.056,6.02,5050,505,1113.3,1106.50,180,824,0,1,6,712,366,2,8,NA,55,70,0,20,2,713,95,117,184,44,46,28,0,0,2,0,0,0
3849,714,714,noibat,noibat,0,4,male,5,0.5,1.514,1.53,80,8,17.6,17.77,49,825,0,1,6,NA,367,7,9,NA,190,70,0,20,2,714,40,30,35,45,40,55,0,0,0,0,0,1
3887,714,714,noibat,noibat,0,4,male,5,0.5,1.514,1.59,80,8,17.6,18.45,49,825,0,1,6,NA,367,7,9,NA,190,70,0,20,2,714,40,30,35,45,40,55,0,0,0,0,0,1
1214,715,715,noivern,noivern,0,4,female,15,1.5,4.542,4.52,850,85,187.4,186.29,187,826,0,1,6,714,367,7,9,NA,45,70,0,20,2,715,85,70,80,97,80,123,0,0,0,0,0,2
3409,715,715,noivern,noivern,0,4,male,15,1.5,4.542,4.53,850,85,187.4,186.78,187,826,0,1,6,714,367,7,9,NA,45,70,0,20,2,715,85,70,80,97,80,123,0,0,0,0,0,2
115,715,715,noivern,noivern,0,4,male,15,1.5,4.542,4.55,850,85,187.4,187.52,187,826,0,1,6,714,367,7,9,NA,45,70,0,20,2,715,85,70,80,97,80,123,0,0,0,0,0,2
1199,715,715,noivern,noivern,0,4,female,15,1.5,4.542,4.71,850,85,187.4,194.50,187,826,0,1,6,714,367,7,9,NA,45,70,0,20,2,715,85,70,80,97,80,123,0,0,0,0,0,2
1899,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,9.04,2150,215,474,471.55,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
3619,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,9.12,2150,215,474,475.93,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
4705,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,9.09,2150,215,474,474.05,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
1784,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,8.96,2150,215,474,467.32,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
4655,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,8.95,2150,215,474,466.90,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
3535,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,9.04,2150,215,474,471.44,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
2607,716,716,xerneas,xerneas,0,-1,no gender,30,3,9.084,9.10,2150,215,474,474.57,306,827,1,1,6,NA,368,2,8,NA,45,0,0,120,1,716,126,131,95,131,98,99,3,0,0,0,0,0
1444,717,717,yveltal,yveltal,0,-1,no gender,58,5.8,17.563,17.63,2030,203,447.5,449.18,306,828,0,1,6,NA,369,8,9,NA,45,0,0,120,1,717,126,131,95,131,98,99,3,0,0,0,0,0
1586,717,717,yveltal,yveltal,0,-1,no gender,58,5.8,17.563,17.47,2030,203,447.5,445.21,306,828,0,1,6,NA,369,8,9,NA,45,0,0,120,1,717,126,131,95,131,98,99,3,0,0,0,0,0
2691,718,718,zygarde,zygarde,0,-1,no gender,50,5,15.14,15.11,3050,305,672.4,670.98,270,829,0,1,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
4286,718,718,zygarde,zygarde,0,-1,no gender,50,5,15.14,15.24,3050,305,672.4,676.75,270,829,0,1,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
3832,718,10118,zygarde-10,zygarde,0,-1,no gender,12,1.2,3.634,3.68,335,33.5,73.9,74.73,219,830,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,54,100,71,61,85,115,3,0,0,0,0,0
1076,718,10118,zygarde-10,zygarde,0,-1,no gender,12,1.2,3.634,3.75,335,33.5,73.9,76.22,219,830,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,54,100,71,61,85,115,3,0,0,0,0,0
816,718,10118,zygarde-10,zygarde,0,-1,no gender,12,1.2,3.634,3.60,335,33.5,73.9,73.17,219,830,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,54,100,71,61,85,115,3,0,0,0,0,0
1230,718,10118,zygarde-10,zygarde,0,-1,no gender,12,1.2,3.634,3.61,335,33.5,73.9,73.47,219,830,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,54,100,71,61,85,115,3,0,0,0,0,0
2681,718,10119,zygarde-50,zygarde,0,-1,no gender,50,5,15.14,15.27,3050,305,672.4,678.31,270,831,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
3206,718,10119,zygarde-50,zygarde,0,-1,no gender,50,5,15.14,15.11,3050,305,672.4,671.20,270,831,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
3178,718,10119,zygarde-50,zygarde,0,-1,no gender,50,5,15.14,15.16,3050,305,672.4,673.29,270,831,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
2325,718,10119,zygarde-50,zygarde,0,-1,no gender,50,5,15.14,15.12,3050,305,672.4,671.69,270,831,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,108,100,121,81,95,95,3,0,0,0,0,0
4123,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.56,6100,610,1344.8,1338.48,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
2830,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.87,6100,610,1344.8,1368.88,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
124,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.67,6100,610,1344.8,1348.95,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
4276,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.67,6100,610,1344.8,1349.44,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
2284,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.71,6100,610,1344.8,1352.99,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
1378,718,10120,zygarde-complete,zygarde,0,-1,no gender,45,4.5,13.626,13.68,6100,610,1344.8,1349.64,319,832,0,0,6,NA,370,5,2,NA,3,0,0,120,1,718,216,100,121,91,95,85,3,0,0,0,0,0
4769,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.09,88,8.8,19.4,19.16,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
2934,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.11,88,8.8,19.4,19.35,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
1293,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.12,88,8.8,19.4,19.43,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
1464,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.24,88,8.8,19.4,20.51,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
3960,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.17,88,8.8,19.4,19.85,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
4964,719,719,diancie,diancie,0,-1,no gender,7,0.7,2.12,2.34,88,8.8,19.4,21.38,270,833,1,1,6,NA,371,6,4,NA,3,70,0,25,1,719,50,100,150,100,150,50,0,0,1,0,2,0
4885,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.41,278,27.8,61.3,62.70,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
492,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.38,278,27.8,61.3,62.16,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
4020,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.36,278,27.8,61.3,61.80,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
4025,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.10,278,27.8,61.3,57.01,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
4343,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.37,278,27.8,61.3,62.02,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
1029,719,10075,diancie-mega,diancie,0,-1,no gender,11,1.1,3.331,3.31,278,27.8,61.3,60.99,315,834,1,0,6,NA,371,6,4,NA,3,70,0,25,1,719,50,160,110,160,110,110,0,0,1,0,2,0
2062,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.44,90,9,19.8,18.88,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
1201,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.57,90,9,19.8,20.57,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
2887,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.65,90,9,19.8,21.63,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
3766,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.42,90,9,19.8,18.57,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
2995,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.36,90,9,19.8,17.72,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
3251,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.47,90,9,19.8,19.24,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
4044,720,720,hoopa,hoopa,0,-1,no gender,5,0.5,1.514,1.47,90,9,19.8,19.20,270,835,0,1,6,NA,372,7,4,NA,3,100,0,120,1,720,80,110,60,150,130,70,0,0,0,3,0,0
3856,720,10086,hoopa-unbound,hoopa,0,-1,no gender,65,6.5,19.683,19.56,4900,490,1080.3,1073.49,306,836,0,0,6,NA,372,7,4,NA,3,100,0,120,1,720,80,160,60,170,130,80,0,0,0,3,0,0
3685,720,10086,hoopa-unbound,hoopa,0,-1,no gender,65,6.5,19.683,19.56,4900,490,1080.3,1073.60,306,836,0,0,6,NA,372,7,4,NA,3,100,0,120,1,720,80,160,60,170,130,80,0,0,0,3,0,0
1500,720,10086,hoopa-unbound,hoopa,0,-1,no gender,65,6.5,19.683,19.61,4900,490,1080.3,1076.07,306,836,0,0,6,NA,372,7,4,NA,3,100,0,120,1,720,80,160,60,170,130,80,0,0,0,3,0,0
1831,720,10086,hoopa-unbound,hoopa,0,-1,no gender,65,6.5,19.683,19.67,4900,490,1080.3,1079.42,306,836,0,0,6,NA,372,7,4,NA,3,100,0,120,1,720,80,160,60,170,130,80,0,0,0,3,0,0
1777,721,721,volcanion,volcanion,0,-1,no gender,17,1.7,5.148,5.04,1950,195,429.9,420.55,270,837,0,1,6,NA,373,3,8,NA,3,100,0,120,1,721,80,110,120,130,90,70,0,0,0,3,0,0
3767,721,721,volcanion,volcanion,0,-1,no gender,17,1.7,5.148,5.07,1950,195,429.9,423.72,270,837,0,1,6,NA,373,3,8,NA,3,100,0,120,1,721,80,110,120,130,90,70,0,0,0,3,0,0
600,721,721,volcanion,volcanion,0,-1,no gender,17,1.7,5.148,5.01,1950,195,429.9,417.96,270,837,0,1,6,NA,373,3,8,NA,3,100,0,120,1,721,80,110,120,130,90,70,0,0,0,3,0,0
3297,721,721,volcanion,volcanion,0,-1,no gender,17,1.7,5.148,5.17,1950,195,429.9,431.82,270,837,0,1,6,NA,373,3,8,NA,3,100,0,120,1,721,80,110,120,130,90,70,0,0,0,3,0,0
1750,722,722,rowlet,rowlet,0,1,male,3,0.3,0.908,0.86,15,1.5,3.3,3.11,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
751,722,722,rowlet,rowlet,0,1,male,3,0.3,0.908,0.76,15,1.5,3.3,2.75,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
4283,722,722,rowlet,rowlet,0,1,female,3,0.3,0.908,1.05,15,1.5,3.3,3.81,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
2289,722,722,rowlet,rowlet,0,1,male,3,0.3,0.908,0.91,15,1.5,3.3,3.29,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
1272,722,722,rowlet,rowlet,0,1,male,3,0.3,0.908,1.00,15,1.5,3.3,3.62,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
144,722,722,rowlet,rowlet,0,1,female,3,0.3,0.908,1.07,15,1.5,3.3,3.90,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
4786,722,722,rowlet,rowlet,0,1,female,3,0.3,0.908,0.88,15,1.5,3.3,3.21,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
1115,722,722,rowlet,rowlet,0,1,female,3,0.3,0.908,0.58,15,1.5,3.3,2.09,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
3510,722,722,rowlet,rowlet,0,1,male,3,0.3,0.908,0.87,15,1.5,3.3,3.17,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
460,722,722,rowlet,rowlet,0,1,female,3,0.3,0.908,0.89,15,1.5,3.3,3.24,64,838,0,1,7,NA,374,3,9,NA,45,70,0,15,4,722,68,55,55,50,50,42,1,0,0,0,0,0
2308,723,723,dartrix,dartrix,0,1,female,7,0.7,2.12,2.21,160,16,35.3,36.82,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
2508,723,723,dartrix,dartrix,0,1,female,7,0.7,2.12,2.23,160,16,35.3,37.20,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
3190,723,723,dartrix,dartrix,0,1,female,7,0.7,2.12,2.24,160,16,35.3,37.28,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
4040,723,723,dartrix,dartrix,0,1,female,7,0.7,2.12,2.05,160,16,35.3,34.13,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
3794,723,723,dartrix,dartrix,0,1,male,7,0.7,2.12,2.16,160,16,35.3,35.90,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
2379,723,723,dartrix,dartrix,0,1,female,7,0.7,2.12,2.09,160,16,35.3,34.80,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
2627,723,723,dartrix,dartrix,0,1,male,7,0.7,2.12,2.12,160,16,35.3,35.33,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
3534,723,723,dartrix,dartrix,0,1,male,7,0.7,2.12,2.15,160,16,35.3,35.85,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
2206,723,723,dartrix,dartrix,0,1,male,7,0.7,2.12,2.14,160,16,35.3,35.65,147,839,0,1,7,722,374,3,9,NA,45,70,0,15,4,723,78,75,75,70,70,52,2,0,0,0,0,0
684,724,724,decidueye,decidueye,0,1,male,16,1.6,4.845,4.86,366,36.6,80.7,81.00,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
2255,724,724,decidueye,decidueye,0,1,female,16,1.6,4.845,4.99,366,36.6,80.7,83.03,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
418,724,724,decidueye,decidueye,0,1,female,16,1.6,4.845,4.88,366,36.6,80.7,81.27,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
1820,724,724,decidueye,decidueye,0,1,male,16,1.6,4.845,4.85,366,36.6,80.7,80.70,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
998,724,724,decidueye,decidueye,0,1,female,16,1.6,4.845,4.84,366,36.6,80.7,80.68,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
2751,724,724,decidueye,decidueye,0,1,male,16,1.6,4.845,4.74,366,36.6,80.7,79.00,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
469,724,724,decidueye,decidueye,0,1,male,16,1.6,4.845,4.85,366,36.6,80.7,80.85,239,840,0,1,7,723,374,3,9,NA,45,70,0,15,4,724,78,107,75,100,100,70,0,3,0,0,0,0
1370,725,725,litten,litten,0,1,female,4,0.4,1.211,1.16,43,4.3,9.5,9.08,64,841,0,1,7,NA,375,8,8,NA,45,70,0,15,4,725,45,65,40,60,40,70,0,0,0,0,0,1
1635,725,725,litten,litten,0,1,female,4,0.4,1.211,1.24,43,4.3,9.5,9.69,64,841,0,1,7,NA,375,8,8,NA,45,70,0,15,4,725,45,65,40,60,40,70,0,0,0,0,0,1
3352,726,726,torracat,torracat,0,1,male,7,0.7,2.12,1.99,250,25,55.1,51.70,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
267,726,726,torracat,torracat,0,1,female,7,0.7,2.12,2.23,250,25,55.1,57.91,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
2598,726,726,torracat,torracat,0,1,male,7,0.7,2.12,2.01,250,25,55.1,52.16,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
2373,726,726,torracat,torracat,0,1,female,7,0.7,2.12,2.01,250,25,55.1,52.29,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
498,726,726,torracat,torracat,0,1,female,7,0.7,2.12,2.03,250,25,55.1,52.86,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
4714,726,726,torracat,torracat,0,1,female,7,0.7,2.12,2.11,250,25,55.1,54.94,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
3036,726,726,torracat,torracat,0,1,male,7,0.7,2.12,2.00,250,25,55.1,51.93,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
3536,726,726,torracat,torracat,0,1,male,7,0.7,2.12,2.07,250,25,55.1,53.80,147,842,0,1,7,725,375,8,8,NA,45,70,0,15,4,726,65,85,50,80,50,90,0,0,0,0,0,2
1513,727,727,incineroar,incineroar,0,1,male,18,1.8,5.451,5.41,830,83,183,181.59,239,843,0,1,7,726,375,8,6,NA,45,70,0,15,4,727,95,115,90,80,90,60,0,3,0,0,0,0
13,727,727,incineroar,incineroar,0,1,female,18,1.8,5.451,5.52,830,83,183,185.38,239,843,0,1,7,726,375,8,6,NA,45,70,0,15,4,727,95,115,90,80,90,60,0,3,0,0,0,0
3320,727,727,incineroar,incineroar,0,1,male,18,1.8,5.451,5.52,830,83,183,185.22,239,843,0,1,7,726,375,8,6,NA,45,70,0,15,4,727,95,115,90,80,90,60,0,3,0,0,0,0
3180,727,727,incineroar,incineroar,0,1,female,18,1.8,5.451,5.47,830,83,183,183.74,239,843,0,1,7,726,375,8,6,NA,45,70,0,15,4,727,95,115,90,80,90,60,0,3,0,0,0,0
4077,728,728,popplio,popplio,0,1,male,4,0.4,1.211,1.26,75,7.5,16.5,17.17,64,844,0,1,7,NA,376,2,3,NA,45,70,0,15,4,728,50,54,54,66,56,40,0,0,0,1,0,0
1074,728,728,popplio,popplio,0,1,female,4,0.4,1.211,1.16,75,7.5,16.5,15.74,64,844,0,1,7,NA,376,2,3,NA,45,70,0,15,4,728,50,54,54,66,56,40,0,0,0,1,0,0
3755,728,728,popplio,popplio,0,1,male,4,0.4,1.211,1.20,75,7.5,16.5,16.32,64,844,0,1,7,NA,376,2,3,NA,45,70,0,15,4,728,50,54,54,66,56,40,0,0,0,1,0,0
3331,728,728,popplio,popplio,0,1,male,4,0.4,1.211,1.19,75,7.5,16.5,16.16,64,844,0,1,7,NA,376,2,3,NA,45,70,0,15,4,728,50,54,54,66,56,40,0,0,0,1,0,0
1651,729,729,brionne,brionne,0,1,female,6,0.6,1.817,1.74,175,17.5,38.6,37.05,147,845,0,1,7,728,376,2,3,NA,45,70,0,15,4,729,60,69,69,91,81,50,0,0,0,2,0,0
852,729,729,brionne,brionne,0,1,male,6,0.6,1.817,1.96,175,17.5,38.6,41.57,147,845,0,1,7,728,376,2,3,NA,45,70,0,15,4,729,60,69,69,91,81,50,0,0,0,2,0,0
2760,729,729,brionne,brionne,0,1,female,6,0.6,1.817,1.75,175,17.5,38.6,37.16,147,845,0,1,7,728,376,2,3,NA,45,70,0,15,4,729,60,69,69,91,81,50,0,0,0,2,0,0
4936,729,729,brionne,brionne,0,1,male,6,0.6,1.817,1.80,175,17.5,38.6,38.18,147,845,0,1,7,728,376,2,3,NA,45,70,0,15,4,729,60,69,69,91,81,50,0,0,0,2,0,0
1300,730,730,primarina,primarina,0,1,female,18,1.8,5.451,5.40,440,44,97,96.02,239,846,0,1,7,729,376,2,3,NA,45,70,0,15,4,730,80,74,74,126,116,60,0,0,0,3,0,0
3450,730,730,primarina,primarina,0,1,male,18,1.8,5.451,5.35,440,44,97,95.22,239,846,0,1,7,729,376,2,3,NA,45,70,0,15,4,730,80,74,74,126,116,60,0,0,0,3,0,0
143,730,730,primarina,primarina,0,1,female,18,1.8,5.451,5.51,440,44,97,97.96,239,846,0,1,7,729,376,2,3,NA,45,70,0,15,4,730,80,74,74,126,116,60,0,0,0,3,0,0
2580,730,730,primarina,primarina,0,1,female,18,1.8,5.451,5.45,440,44,97,97.05,239,846,0,1,7,729,376,2,3,NA,45,70,0,15,4,730,80,74,74,126,116,60,0,0,0,3,0,0
975,730,730,primarina,primarina,0,1,female,18,1.8,5.451,5.53,440,44,97,98.32,239,846,0,1,7,729,376,2,3,NA,45,70,0,15,4,730,80,74,74,126,116,60,0,0,0,3,0,0
769,731,731,pikipek,pikipek,0,4,female,3,0.3,0.908,0.87,12,1.2,2.6,2.49,53,847,0,1,7,NA,377,1,9,NA,255,70,0,15,2,731,35,75,30,30,30,65,0,1,0,0,0,0
880,731,731,pikipek,pikipek,0,4,male,3,0.3,0.908,0.79,12,1.2,2.6,2.26,53,847,0,1,7,NA,377,1,9,NA,255,70,0,15,2,731,35,75,30,30,30,65,0,1,0,0,0,0
4410,731,731,pikipek,pikipek,0,4,female,3,0.3,0.908,0.92,12,1.2,2.6,2.65,53,847,0,1,7,NA,377,1,9,NA,255,70,0,15,2,731,35,75,30,30,30,65,0,1,0,0,0,0
